MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Id,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,Heating_GasW,Heating_Grav,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_SBrkr,BsmtFullBath_1.0,BsmtFullBath_2.0,BsmtFullBath_3.0,BsmtHalfBath_1.0,BsmtHalfBath_2.0,FullBath_1,FullBath_2,FullBath_3,FullBath_4,HalfBath_1,HalfBath_2,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
120,4.0,,3830,2,2,2,1,1.0,1,3,Somerst,3,3,4.0,1,6,5,2008,2008,2,2,15.0,15.0,5,280.0,1740,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0.0,0.0,1726.0,1726.0,1726,0,0,1726,2,1,4,6,7.0,1,4,Attchd,2008.0,3,2.0,561.0,3,3,3,0,254,0,0,0,0,0,1,2009,New,Partial
120,4.0,,4217,2,2,2,1,1.0,1,3,Somerst,3,3,4.0,1,6,5,2008,2008,2,2,15.0,15.0,5,252.0,1741,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,962.0,0.0,183.0,1145.0,1256,0,0,1256,1,1,4,5,7.0,1,4,Attchd,2008.0,3,2.0,641.0,3,3,3,0,169,0,0,0,0,0,3,2009,WD,Normal
160,4.0,34.0,2998,2,1,1,1,1.0,1,3,Somerst,3,3,4.0,4,6,5,2000,2000,2,2,9.0,9.0,2,513.0,1742,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,507.0,0.0,249.0,756.0,756,756,0,1512,2,1,4,4,7.0,0,0,Detchd,2000.0,1,2.0,440.0,3,3,3,0,32,0,0,0,0,0,8,2009,WD,Normal
160,4.0,35.0,3768,2,1,1,1,1.0,4,3,Somerst,3,3,4.0,4,7,5,1999,1999,4,2,9.0,9.0,2,218.0,1743,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,549.0,0.0,142.0,691.0,713,739,0,1452,3,1,4,6,7.0,0,0,Detchd,1999.0,1,2.0,506.0,3,3,3,0,34,0,0,0,0,0,9,2009,WD,Normal
20,1.0,,14694,2,1,2,1,1.0,1,3,Veenker,3,3,1.0,1,8,9,1977,2008,2,2,9.0,9.0,2,450.0,1744,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1252.0,136.0,306.0,1694.0,1694,0,0,1694,2,1,5,5,7.0,1,4,Attchd,1977.0,3,2.0,642.0,3,3,3,501,120,0,225,0,0,0,6,2009,WD,Normal
20,1.0,110.0,15417,2,1,1,1,1.0,1,3,Veenker,3,3,1.0,1,7,5,1981,1981,2,2,4.0,4.0,4,0.0,1745,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,121.0,0.0,1619.0,1740.0,1740,0,0,1740,2,1,4,7,7.0,0,0,Attchd,1981.0,2,2.0,540.0,3,3,3,228,20,218,0,0,0,0,6,2009,WD,Normal
80,1.0,80.0,9600,2,1,1,4,1.0,4,2,Veenker,2,3,1.0,8,8,5,1976,1976,2,2,11.0,11.0,2,200.0,1746,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,392.0,392.0,1487,1012,0,2499,4,1,3,5,7.0,1,4,Attchd,1976.0,1,2.0,527.0,3,3,3,0,64,0,0,0,0,0,1,2009,WD,Abnorml
60,1.0,,12732,2,1,2,1,1.0,3,3,NWAmes,6,3,1.0,4,7,6,1974,1974,2,2,15.0,15.0,4,0.0,1747,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,560.0,42.0,150.0,752.0,1285,782,0,2067,3,1,4,7,7.0,2,3,Attchd,1974.0,2,2.0,784.0,3,3,3,297,40,0,0,0,0,0,6,2009,WD,Normal
60,1.0,80.0,10400,2,1,1,1,1.0,1,3,NWAmes,7,3,1.0,4,6,7,1967,1997,2,2,9.0,9.0,2,256.0,1748,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.0,0.0,932.0,932.0,1271,1369,0,2640,5,1,4,8,7.0,1,3,Attchd,1967.0,2,2.0,515.0,3,3,3,0,120,0,0,168,0,0,5,2009,WD,Normal
20,1.0,80.0,9600,2,1,1,1,1.0,1,3,NWAmes,2,3,1.0,1,5,5,1969,1969,2,2,7.0,7.0,2,128.0,1749,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,553.0,147.0,588.0,1288.0,1336,0,0,1336,3,1,3,6,7.0,1,2,Attchd,1969.0,2,2.0,502.0,3,3,3,312,11,0,0,0,0,650,8,2009,WD,Normal
20,1.0,75.0,9000,2,1,1,1,1.0,1,3,NWAmes,2,3,1.0,1,6,5,1969,1969,2,2,7.0,7.0,2,200.0,1750,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,955.0,0.0,261.0,1216.0,1216,0,0,1216,3,1,3,5,7.0,0,0,Attchd,1969.0,1,1.0,336.0,3,3,3,0,0,0,0,0,0,0,8,2009,WD,Abnorml
60,1.0,,13774,2,1,2,1,1.0,1,3,NWAmes,3,3,1.0,4,7,7,1977,1992,4,2,7.0,7.0,2,283.0,1751,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,432.0,0.0,476.0,908.0,1316,972,0,2288,4,1,4,8,7.0,2,3,Attchd,1977.0,2,2.0,520.0,3,3,3,321,72,0,0,156,0,0,11,2009,WD,Normal
20,1.0,62.0,7130,2,1,1,1,1.0,1,3,NAmes,3,3,1.0,1,5,6,1967,1967,2,2,7.0,7.0,4,0.0,1752,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,648.0,0.0,216.0,864.0,864,0,0,864,2,1,3,5,7.0,0,0,Attchd,1967.0,3,1.0,312.0,3,3,3,0,0,0,0,0,0,0,6,2009,WD,Normal
20,1.0,80.0,9600,2,1,1,1,1.0,1,3,NAmes,3,3,1.0,1,5,5,1967,1967,4,2,7.0,7.0,4,0.0,1753,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.0,0.0,1568.0,1568.0,1568,0,0,1568,3,1,3,7,7.0,0,0,Attchd,1967.0,1,2.0,440.0,3,3,3,160,40,0,0,0,0,0,3,2009,COD,Normal
60,1.0,80.0,9600,2,1,1,1,1.0,1,3,NWAmes,3,3,1.0,4,7,5,1974,1974,2,2,11.0,11.0,2,252.0,1754,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,698.0,0.0,467.0,1165.0,1165,896,0,2061,4,1,3,8,7.0,1,3,Attchd,1974.0,2,2.0,498.0,3,3,3,0,77,0,0,196,0,0,5,2009,COD,Abnorml
85,1.0,,16500,2,1,1,1,1.0,1,3,NWAmes,3,3,1.0,7,6,5,1971,1971,4,2,7.0,7.0,2,509.0,1755,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,962.0,0.0,270.0,1232.0,1320,0,0,1320,3,1,3,5,7.0,1,4,Attchd,1971.0,2,2.0,495.0,3,3,3,0,20,0,0,0,0,0,5,2009,WD,Normal
20,1.0,60.0,7436,2,1,1,1,1.0,1,3,NAmes,3,3,1.0,1,4,7,1960,1960,2,2,15.0,15.0,4,0.0,1756,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,734.0,0.0,160.0,894.0,894,0,0,894,2,1,3,5,7.0,1,1,Detchd,1988.0,1,2.0,396.0,3,3,3,0,0,0,360,0,0,0,8,2009,WD,Normal
20,1.0,65.0,8125,2,1,1,1,1.0,1,3,NAmes,3,3,1.0,1,5,7,1959,1959,4,2,9.0,9.0,4,0.0,1757,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,403.0,0.0,461.0,864.0,864,0,0,864,3,1,3,5,7.0,0,0,Detchd,1960.0,1,1.0,308.0,3,3,3,0,0,0,0,0,0,0,9,2009,WD,Normal
20,1.0,,9450,2,1,2,1,1.0,2,3,NAmes,3,3,1.0,1,4,5,1957,1957,2,2,16.0,16.0,2,160.0,1758,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,775.0,0.0,265.0,1040.0,1362,0,0,1362,3,1,3,6,7.0,1,4,Attchd,1982.0,2,3.0,768.0,3,3,3,0,0,84,0,0,0,0,5,2009,WD,Normal
20,1.0,,13495,2,1,2,1,1.0,2,3,NAmes,3,3,1.0,1,5,6,1956,1956,2,2,16.0,16.0,2,70.0,1759,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,625.0,201.0,222.0,1048.0,1728,0,0,1728,3,1,3,7,6.0,1,4,Detchd,1956.0,1,2.0,576.0,3,3,3,0,99,0,0,0,0,0,7,2009,WD,Normal
20,1.0,85.0,9350,2,1,1,1,1.0,1,3,NAmes,3,3,1.0,1,5,6,1961,1995,2,2,16.0,16.0,2,217.0,1760,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,310.0,512.0,491.0,1313.0,1313,0,0,1313,3,1,4,6,7.0,1,3,Attchd,1961.0,2,2.0,610.0,3,3,3,172,28,0,0,121,0,0,2,2009,WD,Normal
20,1.0,115.0,10500,2,1,2,1,1.0,1,3,NAmes,3,3,1.0,1,5,5,1964,1964,2,2,7.0,7.0,5,144.0,1761,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,998.0,0.0,294.0,1292.0,1292,0,0,1292,3,1,3,6,7.0,2,4,Detchd,1964.0,1,2.0,520.0,3,3,3,0,32,0,0,92,0,0,7,2009,COD,Abnorml
60,1.0,,8970,2,1,2,1,1.0,2,3,NAmes,3,3,1.0,4,5,6,1965,1965,2,2,9.0,9.0,4,0.0,1762,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,388.0,0.0,356.0,744.0,825,1315,0,2140,4,1,3,7,7.0,1,3,Attchd,1965.0,3,2.0,549.0,3,3,3,0,40,264,0,0,0,0,6,2009,WD,Normal
80,1.0,85.0,11475,2,1,1,1,1.0,2,3,NAmes,3,3,1.0,8,6,6,1961,1961,4,2,7.0,7.0,2,90.0,1763,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,568.0,0.0,640.0,1208.0,1576,0,0,1576,4,1,4,7,7.0,1,1,BuiltIn,1961.0,3,2.0,368.0,3,3,3,85,0,0,0,0,0,0,9,2009,WD,Normal
20,1.0,68.0,9768,2,1,1,1,1.0,1,3,NAmes,3,3,1.0,1,5,5,1955,1955,2,2,16.0,16.0,4,0.0,1764,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,100.0,247.0,613.0,960.0,960,0,0,960,2,1,3,5,7.0,0,0,Attchd,1955.0,2,1.0,330.0,3,3,3,0,70,0,0,0,0,0,2,2009,WD,Normal
20,1.0,90.0,9900,2,1,1,1,1.0,1,3,NAmes,2,3,1.0,1,6,5,1967,1967,2,2,3.0,,4,0.0,1765,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1173.0,0.0,507.0,1680.0,1691,0,0,1691,2,1,3,5,7.0,0,0,Attchd,1967.0,1,2.0,550.0,4,3,3,0,67,260,0,0,0,0,4,2009,WD,Normal
20,1.0,92.0,10573,2,1,2,1,1.0,2,3,NAmes,3,3,1.0,1,6,6,1961,1961,4,2,9.0,9.0,2,3.0,1766,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1312.0,0.0,141.0,1453.0,1453,0,0,1453,3,1,3,6,7.0,1,3,Attchd,1961.0,2,2.0,530.0,3,3,3,0,49,0,0,288,0,0,4,2009,WD,Normal
20,1.0,80.0,14695,2,1,2,1,1.0,1,3,NAmes,3,3,1.0,1,6,8,1966,2008,2,2,9.0,9.0,2,210.0,1767,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1387.0,0.0,175.0,1562.0,1567,0,0,1567,2,1,4,5,7.0,2,4,Attchd,1966.0,1,2.0,542.0,3,3,3,0,110,0,0,342,0,0,7,2009,WD,Normal
20,1.0,73.0,8760,2,1,1,1,1.0,1,3,NAmes,3,3,1.0,1,5,7,1956,1956,2,2,16.0,16.0,2,164.0,1768,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,856.0,0.0,313.0,1169.0,1144,0,0,1144,3,1,3,6,7.0,0,0,Attchd,1956.0,2,1.0,286.0,3,3,3,257,0,0,0,0,0,0,6,2009,WD,Normal
20,1.0,,12285,2,1,2,1,1.0,1,3,NAmes,3,3,1.0,1,7,6,1960,1960,2,2,11.0,11.0,2,128.0,1769,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,544.0,0.0,785.0,1329.0,1329,0,0,1329,3,1,3,5,7.0,2,4,Attchd,1960.0,1,2.0,441.0,3,3,3,0,0,203,0,0,0,0,8,2009,WD,Normal
20,1.0,66.0,9240,2,1,2,1,1.0,1,3,NAmes,3,3,1.0,1,6,8,1959,1998,4,2,9.0,9.0,4,0.0,1770,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,708.0,0.0,280.0,988.0,988,0,0,988,3,1,4,6,7.0,0,0,Attchd,1959.0,1,1.0,297.0,3,3,3,156,0,0,0,0,0,0,6,2009,WD,Normal
20,1.0,70.0,8750,2,1,1,1,1.0,1,3,NAmes,3,3,1.0,1,5,5,1956,1956,2,2,4.0,4.0,4,0.0,1771,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,435.0,202.0,565.0,1202.0,1202,0,0,1202,3,1,3,6,7.0,0,0,Attchd,1956.0,2,1.0,304.0,3,3,3,0,35,120,0,0,0,0,11,2009,COD,Abnorml
20,1.0,70.0,8750,2,1,1,1,1.0,1,3,NAmes,3,3,1.0,1,5,5,1955,1955,2,2,1.0,,4,0.0,1772,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,172.0,483.0,727.0,1382.0,1382,0,0,1382,3,1,4,6,7.0,0,0,Attchd,1955.0,1,1.0,350.0,3,3,3,280,0,0,0,0,0,0,7,2009,WD,Normal
20,1.0,80.0,10400,2,1,1,1,1.0,2,3,NAmes,3,3,1.0,1,4,5,1956,1956,2,2,11.0,11.0,4,0.0,1773,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,155.0,750.0,295.0,1200.0,1200,0,0,1200,3,1,3,6,7.0,2,4,Attchd,1956.0,1,1.0,294.0,3,3,3,0,189,140,0,0,0,0,11,2009,WD,Family
90,1.0,76.0,9482,2,1,1,1,1.0,1,3,NAmes,3,3,,1,5,4,1958,1958,4,2,16.0,16.0,2,657.0,1774,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0,0.0,1866.0,1866.0,1866,0,0,1866,4,2,3,8,7.0,0,0,Detchd,1958.0,1,2.0,495.0,3,2,3,0,0,0,0,0,0,0,12,2009,WD,Normal
20,1.0,53.0,8128,2,1,2,1,1.0,3,3,NAmes,3,3,1.0,1,6,7,1954,1954,4,2,9.0,9.0,2,80.0,1775,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,490.0,0.0,572.0,1062.0,1062,0,0,1062,3,1,3,6,7.0,0,0,Attchd,1954.0,1,1.0,297.0,3,3,3,0,0,0,0,0,0,0,2,2009,WD,Normal
20,1.0,67.0,13070,2,1,1,1,1.0,2,3,NAmes,3,3,1.0,1,5,5,1951,1951,4,2,9.0,9.0,4,0.0,1776,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,308.0,0.0,323.0,631.0,1112,0,0,1112,2,1,3,5,7.0,0,0,Basment,1951.0,1,2.0,480.0,3,3,3,0,0,0,0,255,0,0,10,2009,WD,Normal
30,1.0,80.0,8480,2,1,1,1,1.0,2,3,NAmes,3,3,1.0,1,5,6,1945,1950,2,2,9.0,9.0,4,0.0,1777,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,700.0,0.0,93.0,793.0,793,0,0,793,2,1,2,4,7.0,0,0,Detchd,1945.0,1,1.0,240.0,3,3,3,0,0,0,0,0,0,0,8,2009,WD,Normal
20,1.0,60.0,7626,2,1,1,1,1.0,1,3,NAmes,3,3,1.0,1,5,8,1952,2005,4,2,16.0,16.0,4,0.0,1778,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,931.0,0.0,100.0,1031.0,1031,0,0,1031,2,1,4,5,7.0,0,0,Attchd,1952.0,1,1.0,230.0,3,3,3,0,0,0,0,0,0,0,3,2009,WD,Normal
20,1.0,75.0,9533,2,1,1,1,1.0,1,3,NAmes,3,3,1.0,1,5,5,1953,1953,4,2,16.0,16.0,2,140.0,1779,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1210,0,0,1210,2,1,3,7,7.0,0,0,Attchd,1953.0,3,1.0,616.0,3,3,3,208,0,100,0,0,0,0,8,2009,ConLD,Normal
60,1.0,78.0,11419,2,1,1,1,1.0,2,3,NAmes,1,3,1.0,4,7,7,1948,1999,2,2,17.0,,4,0.0,1780,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,699.0,0.0,0.0,699.0,801,726,0,1527,3,1,3,6,7.0,1,4,Attchd,1948.0,1,2.0,410.0,3,3,3,0,0,134,0,0,0,0,12,2009,WD,Normal
20,1.0,60.0,9600,2,1,1,1,1.0,1,3,NAmes,3,3,1.0,1,5,6,1950,1950,2,2,16.0,16.0,4,0.0,1781,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,390.0,0.0,810.0,1200.0,1200,0,0,1200,3,1,3,6,7.0,0,0,Attchd,1950.0,3,1.0,246.0,3,3,3,126,0,0,0,0,0,0,8,2009,WD,Normal
20,1.0,53.0,5470,2,1,1,1,1.0,1,3,OldTown,3,3,1.0,1,3,5,1958,1958,2,2,9.0,9.0,4,0.0,1782,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.0,0.0,792.0,792.0,792,0,0,792,2,1,3,4,7.0,0,0,Attchd,1958.0,1,1.0,366.0,2,3,3,0,90,0,0,0,0,0,8,2009,WD,Normal
60,1.0,60.0,10800,2,1,1,1,1.0,1,3,OldTown,3,3,1.0,4,5,7,1939,2006,2,2,15.0,15.0,4,0.0,1783,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0.0,0.0,676.0,676.0,676,676,0,1352,4,1,4,7,7.0,0,0,Detchd,1939.0,1,2.0,720.0,3,3,3,187,0,128,0,0,0,0,8,2009,WD,Normal
70,1.0,80.0,8146,2,1,1,1,1.0,2,3,OldTown,3,3,1.0,4,4,8,1900,2003,2,2,9.0,9.0,4,0.0,1784,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0.0,0.0,405.0,405.0,717,322,0,1039,2,1,3,6,7.0,0,0,Detchd,1940.0,1,1.0,281.0,3,3,1,0,0,168,0,111,0,0,5,2009,WD,Normal
30,1.0,60.0,10230,2,3,1,1,1.0,1,3,OldTown,3,3,1.0,1,5,7,1925,1950,2,2,9.0,9.0,4,0.0,1785,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.0,0.0,1054.0,1054.0,1078,0,0,1078,3,1,5,6,7.0,0,0,Detchd,1987.0,1,1.0,264.0,3,3,1,0,0,0,0,112,0,0,12,2009,WD,Normal
50,1.0,60.0,10410,2,3,1,1,1.0,1,3,OldTown,3,3,1.0,2,4,5,1915,1950,2,2,9.0,9.0,4,0.0,1786,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.0,0.0,1313.0,1313.0,1313,0,1064,2377,3,1,4,8,5.0,1,3,Detchd,1954.0,1,2.0,528.0,3,3,3,0,0,432,0,0,0,0,6,2009,WD,Normal
