Id_x,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,BsmtFullBath_1,BsmtFullBath_2,BsmtFullBath_3,BsmtHalfBath_1,BsmtHalfBath_2,FullBath_1,FullBath_2,FullBath_3,HalfBath_1,HalfBath_2,BsmtFinType1_BLQ,BsmtFinType1_GLQ,BsmtFinType1_LwQ,BsmtFinType1_Rec,BsmtFinType1_Unf,BsmtFinType2_BLQ,BsmtFinType2_GLQ,BsmtFinType2_LwQ,BsmtFinType2_Rec,BsmtFinType2_Unf,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,ExterCond_Fa,ExterCond_Gd,ExterCond_Po,ExterCond_TA,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,HeatingQC_Fa,HeatingQC_Gd,HeatingQC_Po,HeatingQC_TA,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
341,60,1.0,85.0,14191,2,1,1,1,1,1,3,Timber,3,3,1.0,4,8,5,2002,2002,2,2,15,15.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,967,967,993,915,0,1908,4,1,4,9,7,0,0,Attchd,2002.0,3,2,431,3,3,3,135,0,0,0,0,0,0,4,2010,WD,Normal,202900
342,20,3.0,60.0,8400,2,1,1,1,1,1,3,SawyerW,2,3,1.0,1,4,4,1950,1950,2,2,16,,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,721,721,841,0,0,841,2,1,3,4,7,0,0,CarPort,1950.0,1,1,294,3,3,1,250,0,24,0,0,0,0,9,2009,WD,Normal,82000
343,90,1.0,,8544,2,1,1,1,1,1,3,NAmes,3,3,,1,3,4,1949,1950,2,2,14,14.0,2,340.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1040,0,0,1040,2,2,3,6,7,0,0,Detchd,1949.0,1,2,400,3,3,3,0,0,0,0,0,0,0,5,2006,WD,Normal,87500
344,120,1.0,63.0,8849,2,1,2,1,1,1,3,NridgHt,3,3,4.0,1,9,5,2005,2005,4,2,9,9.0,2,616.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28,0,1656,1684,1684,0,0,1684,2,1,5,6,7,1,5,Attchd,2005.0,2,2,564,3,3,3,495,72,0,0,0,0,0,7,2008,WD,Normal,266000
345,160,2.0,36.0,2592,2,1,1,1,1,1,3,MeadowV,3,3,4.0,4,5,3,1976,1976,2,2,6,,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,129,232,175,536,536,576,0,1112,3,1,3,4,7,0,0,Attchd,1976.0,1,1,336,3,3,3,182,0,0,0,0,0,0,4,2010,WD,Normal,85000
346,50,1.0,65.0,6435,2,1,1,1,1,1,3,BrkSide,5,3,1.0,2,6,5,1939,1950,2,2,9,9.0,4,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,972,972,972,605,0,1577,3,1,2,6,7,1,4,Detchd,1939.0,1,1,312,3,3,3,0,0,0,0,0,0,0,10,2006,WD,Normal,140200
347,20,1.0,,12772,2,1,2,1,1,3,3,NAmes,3,3,1.0,1,6,8,1960,1998,4,2,9,9.0,4,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,498,0,460,958,958,0,0,958,2,1,3,5,7,0,0,Attchd,1960.0,2,1,301,3,3,3,0,0,0,0,0,0,15500,4,2007,WD,Normal,151500
348,20,1.0,,17600,2,1,2,1,1,1,3,NAmes,3,3,1.0,1,6,5,1960,1960,2,2,16,16.0,2,30.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1270,0,208,1478,1478,0,0,1478,3,1,3,6,7,2,4,Attchd,1960.0,1,2,498,3,3,3,0,40,0,0,0,0,0,12,2009,WD,Normal,157500
349,160,1.0,36.0,2448,2,1,1,1,1,1,3,NridgHt,3,3,,4,7,5,2003,2004,2,2,15,,5,106.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,573,0,191,764,764,862,0,1626,2,1,4,6,7,0,0,BuiltIn,2003.0,2,2,474,3,3,3,0,27,0,0,0,0,0,10,2008,WD,Normal,154000
350,60,1.0,56.0,20431,2,1,3,1,1,1,3,NridgHt,3,3,1.0,4,9,5,2005,2006,4,2,6,,2,870.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1410,0,438,1848,1848,880,0,2728,4,1,5,10,7,2,5,Attchd,2006.0,3,3,706,3,3,3,0,0,0,0,0,0,0,4,2006,New,Partial,437154
351,120,1.0,68.0,7820,2,1,2,1,1,1,3,NridgHt,3,3,4.0,1,9,5,2007,2007,4,2,9,9.0,2,362.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1869,1869,1869,0,0,1869,2,1,5,6,7,1,4,Attchd,2007.0,2,2,617,3,3,3,210,54,0,0,0,0,0,12,2007,New,Partial,318061
352,120,1.0,,5271,2,1,2,4,1,1,2,ClearCr,3,3,1.0,1,7,5,1986,1986,2,2,16,16.0,4,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1082,0,371,1453,1453,0,0,1453,2,1,4,6,7,1,3,Attchd,1986.0,2,2,445,3,3,3,0,80,0,0,184,0,0,12,2006,WD,Abnorml,190000
353,50,1.0,60.0,9084,2,1,1,1,1,1,3,Edwards,1,3,1.0,2,5,6,1941,1950,2,2,15,15.0,4,0.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,236,380,0,616,616,495,0,1111,3,1,3,5,7,0,0,Detchd,1941.0,1,1,200,3,2,3,48,0,0,0,0,0,0,3,2008,ConLw,Normal,95000
354,30,2.0,60.0,8520,2,1,1,1,1,1,3,OldTown,3,3,1.0,1,6,8,1928,2003,2,2,15,15.0,4,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,624,624,720,0,0,720,2,1,3,5,7,0,0,Detchd,2005.0,1,2,484,3,3,3,106,0,0,0,0,0,0,5,2010,WD,Normal,105900
355,50,1.0,60.0,8400,2,1,1,2,1,1,3,SWISU,3,3,1.0,2,6,5,1940,2000,2,2,16,9.0,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,388,0,552,940,1192,403,0,1595,2,1,3,6,7,2,4,Attchd,1940.0,1,1,240,3,3,3,0,0,108,0,0,0,0,6,2006,WD,Normal,140000
356,20,1.0,105.0,11249,2,1,3,1,1,1,3,CollgCr,3,3,1.0,1,6,5,1995,1995,2,2,15,15.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,334,544,322,1200,1200,0,0,1200,3,1,4,6,7,0,0,Attchd,1995.0,2,2,521,3,3,3,0,26,0,0,0,0,0,8,2007,WD,Normal,177500
357,20,1.0,,9248,2,1,2,1,1,1,3,Gilbert,3,3,1.0,1,6,6,1992,1992,2,2,7,7.0,2,106.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,560,0,598,1158,1167,0,0,1167,3,1,4,6,7,0,0,Attchd,1992.0,2,2,400,3,3,3,120,26,0,0,0,0,0,7,2009,WD,Normal,173000
358,120,2.0,44.0,4224,2,1,1,1,1,1,3,MeadowV,3,3,4.0,1,5,5,1976,1976,2,2,6,,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,874,0,268,1142,1142,0,0,1142,3,1,3,6,7,1,1,Attchd,1976.0,3,2,528,3,3,3,536,90,0,0,0,0,0,8,2007,WD,Normal,134000
359,80,1.0,92.0,6930,2,1,2,1,1,1,3,ClearCr,3,3,1.0,8,5,4,1958,1958,4,2,16,8.0,2,120.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,300,294,468,1062,1352,0,0,1352,3,1,4,6,5,0,0,BuiltIn,1958.0,1,1,288,3,3,3,168,0,294,0,0,0,0,7,2006,WD,Abnorml,130000
360,60,1.0,78.0,12011,2,1,2,1,1,3,3,NoRidge,3,3,1.0,4,8,5,1998,1998,2,2,15,15.0,2,530.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,956,0,130,1086,1086,838,0,1924,3,1,4,7,7,1,3,Attchd,1998.0,2,2,592,3,3,3,208,75,0,0,374,0,0,6,2006,WD,Normal,280000
361,85,1.0,,7540,2,1,2,1,1,3,3,Mitchel,3,3,1.0,7,6,6,1978,1978,2,2,15,15.0,4,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,773,0,115,888,912,0,0,912,2,1,3,5,7,1,3,Attchd,1978.0,2,2,470,3,3,3,0,0,0,0,192,0,0,6,2007,WD,Normal,156000
362,50,1.0,,9144,2,2,1,1,1,1,3,BrkSide,3,3,1.0,2,5,5,1940,1982,2,2,9,9.0,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,399,0,484,883,988,517,0,1505,3,1,3,8,7,0,0,Detchd,1940.0,1,1,240,3,3,1,0,0,0,0,0,0,0,7,2008,WD,Normal,145000
363,85,1.0,64.0,7301,2,1,1,1,1,2,3,Edwards,3,3,1.0,7,7,5,2003,2003,2,2,7,7.0,2,500.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,1427,0,1922,4,1,4,7,7,1,5,BuiltIn,2003.0,2,2,672,3,3,3,0,0,177,0,0,0,0,7,2009,ConLD,Normal,198500
364,160,2.0,21.0,1680,2,1,1,1,1,1,3,BrDale,3,3,,4,6,8,1972,2007,2,2,7,7.0,2,510.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,162,0,321,483,483,504,0,987,2,1,4,5,7,0,0,Detchd,1972.0,1,1,264,3,3,3,250,0,0,0,0,0,0,5,2009,WD,Normal,118000
365,60,1.0,,18800,2,1,2,1,1,4,3,NWAmes,3,3,1.0,4,6,5,1976,1976,2,2,7,7.0,2,120.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,712,0,84,796,790,784,0,1574,3,1,3,6,7,1,3,Attchd,1976.0,3,2,566,3,3,3,306,111,0,0,0,0,0,7,2006,WD,Normal,190000
366,70,2.0,59.0,10690,2,1,1,1,1,1,3,IDOTRR,3,3,1.0,4,5,7,1920,1997,4,2,15,15.0,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,456,0,216,672,672,672,0,1344,3,1,3,6,7,0,0,Detchd,1964.0,1,1,468,3,2,3,0,128,218,0,0,0,0,7,2009,WD,Normal,147000
367,20,1.0,,9500,2,1,2,1,1,1,3,NAmes,3,3,1.0,1,6,5,1963,1963,2,2,11,11.0,2,247.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,609,0,785,1394,1394,0,0,1394,3,1,3,6,7,2,4,Attchd,1963.0,2,2,514,3,3,3,0,76,0,0,185,0,0,7,2009,WD,Normal,159000
368,80,1.0,101.0,9150,2,1,2,1,1,2,3,NAmes,3,3,1.0,8,6,5,1962,1962,2,6,11,11.0,2,305.0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,371,0,728,1099,1431,0,0,1431,3,1,3,6,7,1,4,Basment,1962.0,2,1,296,3,3,3,64,110,0,0,0,0,0,12,2008,WD,Normal,165000
369,20,1.0,78.0,7800,2,1,1,1,1,1,3,NAmes,3,3,1.0,1,5,6,1954,1954,2,2,7,7.0,2,200.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,540,0,728,1268,1268,0,0,1268,2,1,3,7,7,1,4,Attchd,1954.0,3,1,244,3,3,3,0,98,0,0,0,0,0,3,2010,WD,Normal,132000
370,20,1.0,,9830,2,1,2,1,1,2,3,NAmes,3,3,1.0,1,5,7,1959,2006,2,2,16,16.0,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,72,258,733,1063,1287,0,0,1287,3,1,4,7,7,1,4,Detchd,1997.0,3,2,576,3,3,3,364,17,0,0,182,0,0,3,2010,WD,Normal,162000
371,60,1.0,,8121,2,1,2,1,1,1,3,Gilbert,3,3,1.0,4,6,5,2000,2000,2,2,15,15.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,953,953,953,711,0,1664,3,1,3,7,7,1,3,Attchd,2000.0,2,2,460,3,3,3,100,40,0,0,0,0,0,1,2006,WD,Normal,172400
372,50,1.0,80.0,17120,2,1,1,1,1,1,3,ClearCr,2,3,1.0,2,4,4,1959,1959,2,2,17,11.0,4,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1120,468,0,1588,4,1,3,7,5,1,4,Detchd,1991.0,3,2,680,3,3,1,0,59,0,0,0,0,0,7,2008,WD,Normal,134432
373,120,1.0,50.0,7175,2,1,1,1,1,1,3,SawyerW,3,3,4.0,1,6,5,1984,1984,2,2,11,11.0,4,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,623,121,0,744,752,0,0,752,2,1,3,4,7,0,0,Attchd,1984.0,1,1,264,3,3,3,353,0,0,0,90,0,0,2,2010,WD,Normal,125000
374,20,1.0,79.0,10634,2,1,1,1,1,1,3,NAmes,3,3,1.0,1,5,6,1953,1953,2,2,9,9.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,428,180,0,608,1319,0,0,1319,3,1,3,5,5,0,0,Attchd,1953.0,1,1,270,3,3,3,66,0,0,0,0,0,0,11,2009,WD,Normal,123000
375,60,1.0,65.0,8200,2,1,1,1,1,1,3,CollgCr,3,3,1.0,4,7,5,2003,2004,2,2,15,15.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,847,847,847,1081,0,1928,4,1,4,8,7,1,4,BuiltIn,2003.0,3,2,434,3,3,3,100,48,0,0,0,0,0,7,2007,WD,Normal,219500
376,30,1.0,,10020,2,1,2,4,1,1,1,Edwards,3,3,1.0,1,1,1,1922,1950,2,2,16,16.0,4,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,350,0,333,683,904,0,0,904,1,1,2,4,3,0,0,None,1980.0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2009,WD,Normal,61000
377,85,1.0,57.0,8846,2,1,2,1,1,3,3,CollgCr,3,3,1.0,7,5,5,1996,1996,2,2,15,15.0,4,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,298,0,572,870,914,0,0,914,2,1,3,5,7,0,0,Detchd,1998.0,1,2,576,3,3,3,0,0,0,0,0,0,0,7,2006,WD,Normal,148000
378,60,4.0,102.0,11143,2,1,2,1,1,2,3,Somerst,3,3,1.0,4,8,5,2004,2005,2,2,6,,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1580,1580,1580,886,0,2466,4,1,4,8,7,1,4,Attchd,2004.0,2,2,610,3,3,3,159,214,0,0,0,0,0,12,2007,WD,Normal,340000
379,20,1.0,88.0,11394,2,1,1,1,1,2,3,StoneBr,3,3,1.0,1,9,2,2010,2010,4,2,15,15.0,5,350.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1445,0,411,1856,1856,0,0,1856,1,1,5,8,7,1,5,Attchd,2010.0,3,3,834,3,3,3,113,0,0,0,0,0,0,6,2010,New,Partial,394432
380,60,1.0,60.0,8123,2,1,2,1,1,1,3,Gilbert,5,3,1.0,4,6,5,2000,2000,2,2,15,15.0,2,16.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,982,982,1007,793,0,1800,3,1,3,7,7,1,3,Attchd,2000.0,3,2,463,3,3,3,100,63,0,0,0,0,0,6,2009,WD,Normal,179000
381,50,1.0,50.0,5000,2,2,1,1,1,1,3,SWISU,3,3,1.0,2,5,6,1924,1950,2,2,4,16.0,4,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,218,0,808,1026,1026,665,0,1691,3,1,4,6,7,1,4,Detchd,1924.0,1,1,308,3,3,3,0,0,242,0,0,0,0,5,2010,WD,Normal,127000
382,20,4.0,60.0,7200,2,2,1,1,1,1,3,Somerst,3,3,1.0,1,7,5,2006,2006,2,2,15,15.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1293,1293,1301,0,0,1301,2,1,4,5,7,1,4,Attchd,2006.0,2,2,572,3,3,3,216,121,0,0,0,0,0,8,2006,New,Partial,187750
383,60,1.0,79.0,9245,2,1,2,1,1,1,3,CollgCr,3,3,1.0,4,7,5,2006,2006,2,2,15,15.0,4,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,939,939,939,858,0,1797,3,1,4,8,7,0,0,Attchd,2006.0,2,2,639,3,3,3,144,53,0,0,0,0,0,4,2007,WD,Normal,213500
384,45,3.0,60.0,9000,2,1,1,1,1,2,3,SawyerW,3,3,1.0,3,6,3,1928,1950,2,2,16,16.0,4,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,784,784,784,0,0,784,2,1,3,5,7,0,0,Detchd,1950.0,1,2,360,2,2,1,0,0,91,0,0,0,0,10,2009,WD,Normal,76000
385,60,1.0,,53107,2,1,3,4,1,2,2,ClearCr,2,3,1.0,4,6,5,1992,1992,2,2,7,7.0,4,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,985,0,595,1580,1079,874,0,1953,3,1,4,9,7,2,2,Attchd,1992.0,3,2,501,3,3,3,216,231,0,0,0,0,0,6,2007,WD,Normal,240000
386,120,1.0,43.0,3182,2,1,1,1,1,1,3,Blmngtn,3,3,4.0,1,8,5,2004,2005,2,2,15,15.0,2,16.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,24,0,1232,1256,1269,0,0,1269,2,1,4,6,7,1,3,Attchd,2004.0,3,2,430,3,3,3,146,20,0,0,144,0,0,4,2010,WD,Normal,192000
387,50,1.0,58.0,8410,2,1,1,1,1,4,3,Edwards,2,3,1.0,2,5,3,1910,1996,3,2,16,15.0,4,0.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,658,658,658,526,0,1184,5,1,3,8,7,0,0,None,1980.0,0,0,0,0,0,1,0,151,0,0,0,0,0,5,2006,WD,AdjLand,81000
388,80,1.0,72.0,7200,2,1,1,1,1,1,3,Edwards,3,3,1.0,8,6,6,1976,1976,4,2,9,9.0,2,255.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,631,0,410,1041,1125,0,0,1125,3,1,3,6,7,1,2,Detchd,1977.0,1,1,352,3,3,3,296,0,0,0,0,0,0,10,2009,WD,Abnorml,125000
389,20,1.0,93.0,9382,2,1,2,1,1,3,3,CollgCr,3,3,1.0,1,7,5,1999,2000,2,2,15,15.0,2,125.0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1468,1468,1479,0,0,1479,3,1,4,6,7,0,0,Attchd,1999.0,2,2,577,3,3,3,120,25,0,0,0,0,0,7,2008,WD,Normal,191000
